year,orig,dest,refugees,asylum_seekers
2007,IRN,IRL,151,114
2008,IRN,IRL,173,113
2009,IRN,IRL,197,48
2010,IRN,IRL,205,109
2011,IRN,IRL,215,79
2012,IRN,IRL,206,94
2013,IRN,IRL,118,78
2014,IRN,IRL,118,53
2015,IRN,IRL,144,37
2016,IRN,IRL,131,15
2017,IRN,IRL,135,26
2018,IRN,IRL,126,39
2020,IRN,IRL,141,46
1999,IRQ,IRL,59,0
2000,IRQ,IRL,74,0
2001,IRQ,IRL,134,0
2002,IRQ,IRL,185,0
2003,IRQ,IRL,178,197
2004,IRQ,IRL,232,35
2005,IRQ,IRL,257,0
2006,IRQ,IRL,338,119
2007,IRQ,IRL,532,206
2008,IRQ,IRL,642,165
2009,IRQ,IRL,688,76
2010,IRQ,IRL,650,123
2011,IRQ,IRL,595,112
2012,IRQ,IRL,534,120
2013,IRQ,IRL,380,104
2014,IRQ,IRL,379,54
2015,IRQ,IRL,409,38
2016,IRQ,IRL,420,79
2017,IRQ,IRL,491,96
2018,IRQ,IRL,342,103
2020,IRQ,IRL,398,81
2003,ISR,IRL,0,57
2004,ISR,IRL,5,19
2005,ISR,IRL,25,0
2006,ISR,IRL,25,44
2007,ISR,IRL,26,27
2008,ISR,IRL,26,21
2009,ISR,IRL,26,5
2010,ISR,IRL,29,38
2011,ISR,IRL,29,34
2012,ISR,IRL,28,18
2013,ISR,IRL,0,5
2014,ISR,IRL,0,10
2015,ISR,IRL,0,10
2016,ISR,IRL,5,0
2017,ISR,IRL,5,5
2018,ISR,IRL,5,5
2020,ISR,IRL,5,0
2003,JAM,IRL,5,5
2004,JAM,IRL,5,5
2005,JAM,IRL,7,0
2006,JAM,IRL,8,5
2007,JAM,IRL,9,0
2008,JAM,IRL,9,0
2009,JAM,IRL,9,0
2010,JAM,IRL,9,0
2011,JAM,IRL,8,0
2012,JAM,IRL,9,0
2013,JAM,IRL,5,0
2001,JOR,IRL,5,0
2007,JOR,IRL,5,5
2008,JOR,IRL,5,5
2009,JOR,IRL,5,0
2010,JOR,IRL,5,5
2011,JOR,IRL,5,5
2012,JOR,IRL,5,5
2013,JOR,IRL,8,5
2014,JOR,IRL,6,5
2015,JOR,IRL,6,0
2016,JOR,IRL,6,0
2017,JOR,IRL,7,5
2020,JOR,IRL,6,10
1999,KAZ,IRL,5,0
2000,KAZ,IRL,5,0
2001,KAZ,IRL,15,0
2002,KAZ,IRL,25,0
2003,KAZ,IRL,51,52
2004,KAZ,IRL,61,24
2005,KAZ,IRL,65,0
2006,KAZ,IRL,69,5
2007,KAZ,IRL,77,0
2008,KAZ,IRL,77,0
2009,KAZ,IRL,74,0
2010,KAZ,IRL,74,5
2011,KAZ,IRL,62,5
2012,KAZ,IRL,49,5
2013,KAZ,IRL,46,5
2014,KAZ,IRL,37,0
2015,KAZ,IRL,37,0
2016,KAZ,IRL,35,0
2017,KAZ,IRL,35,0
2018,KAZ,IRL,19,0
2020,KAZ,IRL,19,0
2000,KEN,IRL,5,0
2001,KEN,IRL,14,0
2002,KEN,IRL,32,0
2003,KEN,IRL,53,78
2004,KEN,IRL,74,55
2005,KEN,IRL,91,0
2006,KEN,IRL,100,45
2007,KEN,IRL,105,58
2008,KEN,IRL,107,57
2009,KEN,IRL,110,28
2010,KEN,IRL,105,71
2011,KEN,IRL,96,62
2012,KEN,IRL,78,62
2013,KEN,IRL,52,34
2014,KEN,IRL,51,20
2015,KEN,IRL,59,10
2016,KEN,IRL,56,0
2017,KEN,IRL,56,5
2018,KEN,IRL,44,14
2020,KEN,IRL,51,29
2003,KGZ,IRL,0,15
2004,KGZ,IRL,9,5
2005,KGZ,IRL,11,0
2006,KGZ,IRL,14,0
2007,KGZ,IRL,16,5
2008,KGZ,IRL,17,5
2009,KGZ,IRL,18,0
2010,KGZ,IRL,18,5
2011,KGZ,IRL,22,5
2012,KGZ,IRL,21,5
2013,KGZ,IRL,8,0
2016,KGZ,IRL,5,5
2017,KGZ,IRL,5,10
2018,KGZ,IRL,5,5
2020,KGZ,IRL,5,5
2002,PRK,IRL,5,0
2003,PRK,IRL,5,0
2004,PRK,IRL,5,0
2005,PRK,IRL,5,0
2006,PRK,IRL,5,0
2007,PRK,IRL,6,0
2008,PRK,IRL,6,0
2009,PRK,IRL,6,0
2010,PRK,IRL,6,0
2011,PRK,IRL,5,0
2016,PRK,IRL,5,0
2017,PRK,IRL,5,5
2018,PRK,IRL,7,0
2020,PRK,IRL,7,5
2004,KWT,IRL,0,11
2005,KWT,IRL,9,0
2006,KWT,IRL,27,38
2007,KWT,IRL,47,34
2008,KWT,IRL,57,15
2009,KWT,IRL,59,10
2010,KWT,IRL,60,17
2011,KWT,IRL,61,23
2012,KWT,IRL,63,24
2013,KWT,IRL,28,20
2014,KWT,IRL,30,17
2015,KWT,IRL,40,17
2016,KWT,IRL,46,5
2017,KWT,IRL,46,26
2018,KWT,IRL,47,19
2020,KWT,IRL,50,24
1999,LBR,IRL,5,0
2000,LBR,IRL,7,0
2001,LBR,IRL,9,0
2002,LBR,IRL,15,0
2003,LBR,IRL,26,83
2004,LBR,IRL,39,49
2005,LBR,IRL,40,0
2006,LBR,IRL,40,32
2007,LBR,IRL,44,25
2008,LBR,IRL,46,23
2009,LBR,IRL,42,10
2010,LBR,IRL,42,62
2011,LBR,IRL,40,66
2012,LBR,IRL,29,62
2013,LBR,IRL,26,53
2014,LBR,IRL,29,23
2015,LBR,IRL,25,15
2016,LBR,IRL,23,5
2017,LBR,IRL,23,5
2018,LBR,IRL,13,0
2020,LBR,IRL,13,0
1999,LBY,IRL,50,0
2000,LBY,IRL,48,0
2001,LBY,IRL,86,0
2002,LBY,IRL,93,0
2003,LBY,IRL,62,5
2004,LBY,IRL,62,5
2005,LBY,IRL,64,0
2006,LBY,IRL,64,10
2007,LBY,IRL,129,5
2008,LBY,IRL,127,10
2009,LBY,IRL,79,5
2010,LBY,IRL,67,10
2011,LBY,IRL,29,12
2012,LBY,IRL,12,17
2013,LBY,IRL,174,11
2014,LBY,IRL,161,10
2015,LBY,IRL,174,42
2016,LBY,IRL,226,48
2017,LBY,IRL,255,74
2018,LBY,IRL,150,67
2020,LBY,IRL,220,16
2003,LBN,IRL,8,10
2004,LBN,IRL,10,10
2005,LBN,IRL,10,0
2006,LBN,IRL,12,5
2007,LBN,IRL,18,10
2008,LBN,IRL,19,5
2009,LBN,IRL,19,5
2010,LBN,IRL,21,19
2011,LBN,IRL,19,10
2012,LBN,IRL,17,15
2013,LBN,IRL,15,5
2014,LBN,IRL,13,0
2015,LBN,IRL,13,0
2016,LBN,IRL,13,5
2017,LBN,IRL,13,5
2018,LBN,IRL,5,10
2020,LBN,IRL,5,10
2004,LSO,IRL,0,5
2008,LSO,IRL,0,5
2014,LSO,IRL,0,10
2015,LSO,IRL,0,5
2016,LSO,IRL,0,5
2018,LSO,IRL,0,5
2020,LSO,IRL,0,5
2000,LKA,IRL,5,0
2001,LKA,IRL,5,0
2002,LKA,IRL,9,0
2003,LKA,IRL,13,5
2004,LKA,IRL,16,5
2005,LKA,IRL,20,0
2006,LKA,IRL,25,10
2007,LKA,IRL,21,16
2008,LKA,IRL,29,17
2009,LKA,IRL,31,14
2010,LKA,IRL,30,20
2011,LKA,IRL,29,14
2012,LKA,IRL,27,16
2013,LKA,IRL,21,15
2014,LKA,IRL,18,10
2015,LKA,IRL,20,10
2016,LKA,IRL,19,5
2017,LKA,IRL,20,11
2018,LKA,IRL,21,17
2020,LKA,IRL,21,12
2002,LTU,IRL,6,0
2003,LTU,IRL,14,65
2004,LTU,IRL,22,0
2005,LTU,IRL,22,0
2006,LTU,IRL,22,0
2007,LTU,IRL,22,0
2008,LTU,IRL,22,0
2009,LTU,IRL,22,0
2010,LTU,IRL,22,0
2011,LTU,IRL,22,0
2012,LTU,IRL,16,0
2013,LTU,IRL,14,0
2014,LTU,IRL,14,0
2015,LTU,IRL,14,0
2001,LVA,IRL,6,0
2002,LVA,IRL,12,0
2003,LVA,IRL,23,10
2004,LVA,IRL,23,0
2005,LVA,IRL,23,0
2006,LVA,IRL,23,0
2007,LVA,IRL,23,0
2008,LVA,IRL,23,0
2009,LVA,IRL,23,0
2010,LVA,IRL,23,0
2011,LVA,IRL,17,0
2012,LVA,IRL,11,0
2013,LVA,IRL,6,0
2014,LVA,IRL,6,0
2015,LVA,IRL,6,0
2003,MRT,IRL,0,5
2004,MRT,IRL,5,0
2005,MRT,IRL,5,0
2006,MRT,IRL,5,0
2007,MRT,IRL,6,0
2008,MRT,IRL,6,0
2009,MRT,IRL,6,0
2010,MRT,IRL,5,0
2011,MRT,IRL,5,0
2012,MRT,IRL,5,5
2013,MRT,IRL,5,0
2014,MRT,IRL,5,0
2015,MRT,IRL,5,0
2016,MRT,IRL,5,0
2017,MRT,IRL,5,0
2003,MKD,IRL,5,10
2004,MKD,IRL,6,5
2005,MKD,IRL,15,0
2006,MKD,IRL,15,5
2007,MKD,IRL,15,0
2008,MKD,IRL,15,0
2009,MKD,IRL,15,0
2010,MKD,IRL,15,0
2011,MKD,IRL,15,0
2012,MKD,IRL,15,0
2013,MKD,IRL,5,0
2014,MKD,IRL,10,0
2001,MDA,IRL,18,0
2002,MDA,IRL,79,0
2003,MDA,IRL,139,209
2004,MDA,IRL,177,79
2005,MDA,IRL,190,0
2006,MDA,IRL,199,69
2007,MDA,IRL,212,105
2008,MDA,IRL,221,85
2009,MDA,IRL,227,30
2010,MDA,IRL,232,92
2011,MDA,IRL,215,105
2012,MDA,IRL,158,108
2013,MDA,IRL,126,75
2014,MDA,IRL,106,39
2015,MDA,IRL,106,24
2016,MDA,IRL,105,5
2017,MDA,IRL,105,10
2018,MDA,IRL,55,5
2020,MDA,IRL,54,10
2017,MEX,IRL,0,5
2018,MEX,IRL,0,10
2020,MEX,IRL,5,5
2007,MLI,IRL,0,5
2008,MLI,IRL,0,5
2013,MLI,IRL,7,0
2014,MLI,IRL,7,0
2015,MLI,IRL,9,0
2016,MLI,IRL,8,0
2017,MLI,IRL,8,0
2018,MLI,IRL,8,0
2020,MLI,IRL,8,0
2006,MYS,IRL,0,10
2007,MYS,IRL,0,10
2008,MYS,IRL,0,10
2009,MYS,IRL,0,5
2014,MYS,IRL,0,5
2015,MYS,IRL,5,5
2016,MYS,IRL,5,16
2017,MYS,IRL,5,16
2018,MYS,IRL,0,25
2020,MYS,IRL,5,31
2003,MWI,IRL,0,10
2004,MWI,IRL,5,5
2005,MWI,IRL,5,0
2006,MWI,IRL,5,10
2007,MWI,IRL,5,10
2008,MWI,IRL,5,21
2009,MWI,IRL,5,19
2010,MWI,IRL,6,45
2011,MWI,IRL,9,55
2012,MWI,IRL,10,61
2013,MWI,IRL,17,81
2014,MWI,IRL,28,117
2015,MWI,IRL,38,165
2016,MWI,IRL,43,184
2017,MWI,IRL,51,177
2018,MWI,IRL,75,176
2020,MWI,IRL,95,180
2003,MNG,IRL,0,5
2004,MNG,IRL,0,5
2006,MNG,IRL,0,5
2007,MNG,IRL,0,10
2008,MNG,IRL,0,10
2009,MNG,IRL,0,5
2010,MNG,IRL,0,15
2011,MNG,IRL,5,11
2012,MNG,IRL,5,11
2013,MNG,IRL,5,5
2014,MNG,IRL,5,0
2015,MNG,IRL,5,0
2016,MNG,IRL,5,0
2017,MNG,IRL,5,11
2018,MNG,IRL,5,16
2020,MNG,IRL,5,15
2003,MAR,IRL,5,10
2004,MAR,IRL,5,5
2005,MAR,IRL,5,0
2006,MAR,IRL,5,10
2007,MAR,IRL,5,15
2008,MAR,IRL,5,19
2009,MAR,IRL,9,5
2010,MAR,IRL,9,10
2011,MAR,IRL,8,11
2012,MAR,IRL,7,16
2013,MAR,IRL,6,18
2014,MAR,IRL,10,15
2015,MAR,IRL,10,0
2016,MAR,IRL,8,10
2017,MAR,IRL,8,25
2018,MAR,IRL,6,37
2020,MAR,IRL,10,48
2003,MOZ,IRL,0,5
2004,MOZ,IRL,0,5
2005,MOZ,IRL,5,0
2006,MOZ,IRL,5,0
2007,MOZ,IRL,7,0
2008,MOZ,IRL,7,0
2009,MOZ,IRL,7,0
2010,MOZ,IRL,7,0
2011,MOZ,IRL,7,0
2012,MOZ,IRL,8,0
2013,MOZ,IRL,7,0
2014,MOZ,IRL,7,0
2015,MOZ,IRL,7,0
2016,MOZ,IRL,7,0
2017,MOZ,IRL,6,0
2018,MOZ,IRL,5,5
2020,MOZ,IRL,5,5
2013,MNE,IRL,6,0
2014,MNE,IRL,6,0
2015,MNE,IRL,6,0
2016,MNE,IRL,6,0
2017,MNE,IRL,6,0
2018,MNE,IRL,5,0
2020,MNE,IRL,5,0
2007,MUS,IRL,0,10
2008,MUS,IRL,0,16
2009,MUS,IRL,0,10
2010,MUS,IRL,0,26
2011,MUS,IRL,0,28
2012,MUS,IRL,5,31
2013,MUS,IRL,6,26
2014,MUS,IRL,6,36
2015,MUS,IRL,6,47
2016,MUS,IRL,6,34
2017,MUS,IRL,7,39
2018,MUS,IRL,8,50
2020,MUS,IRL,13,32
2004,MMR,IRL,0,5
2006,MMR,IRL,5,0
2007,MMR,IRL,5,0
2008,MMR,IRL,5,10
2009,MMR,IRL,8,0
2010,MMR,IRL,8,11
2011,MMR,IRL,9,12
2012,MMR,IRL,9,22
2013,MMR,IRL,5,10
2014,MMR,IRL,8,0
2015,MMR,IRL,13,5
2016,MMR,IRL,10,0
2017,MMR,IRL,9,10
2018,MMR,IRL,8,10
2020,MMR,IRL,13,5
2004,NPL,IRL,0,12
2005,NPL,IRL,5,0
2006,NPL,IRL,5,10
2007,NPL,IRL,5,10
2008,NPL,IRL,5,10
2009,NPL,IRL,5,5
2010,NPL,IRL,5,26
2011,NPL,IRL,5,27
2012,NPL,IRL,5,31
2013,NPL,IRL,0,24
2014,NPL,IRL,0,15
2015,NPL,IRL,0,25
2016,NPL,IRL,0,10
2017,NPL,IRL,0,17
2018,NPL,IRL,5,21
2020,NPL,IRL,6,26
2002,NER,IRL,5,0
2006,NER,IRL,5,0
2007,NER,IRL,7,5
2008,NER,IRL,8,15
2009,NER,IRL,8,5
2010,NER,IRL,8,16
2011,NER,IRL,8,16
2012,NER,IRL,5,15
2013,NER,IRL,5,11
2014,NER,IRL,0,10
2015,NER,IRL,5,0
2016,NER,IRL,5,0
2017,NER,IRL,5,0
2018,NER,IRL,5,0
2020,NER,IRL,5,0
2018,NIC,IRL,0,10
2020,NIC,IRL,0,5
1999,NGA,IRL,17,0
2000,NGA,IRL,12,0
2001,NGA,IRL,90,0
2002,NGA,IRL,250,0
2003,NGA,IRL,366,2592
2004,NGA,IRL,478,737
2005,NGA,IRL,589,0
2006,NGA,IRL,619,858
2007,NGA,IRL,691,1182
2008,NGA,IRL,750,1215
2009,NGA,IRL,766,801
2010,NGA,IRL,777,924
2011,NGA,IRL,706,692
2012,NGA,IRL,540,705
2013,NGA,IRL,477,845
2014,NGA,IRL,426,614
2015,NGA,IRL,438,507
2016,NGA,IRL,423,411
2017,NGA,IRL,421,504
2018,NGA,IRL,255,556
2020,NGA,IRL,293,703
2001,PAK,IRL,7,0
2002,PAK,IRL,55,0
2003,PAK,IRL,79,71
2004,PAK,IRL,98,59
2005,PAK,IRL,124,0
2006,PAK,IRL,142,142
2007,PAK,IRL,176,223
2008,PAK,IRL,206,297
2009,PAK,IRL,221,179
2010,PAK,IRL,225,398
2011,PAK,IRL,236,368
2012,PAK,IRL,205,320
2013,PAK,IRL,143,358
2014,PAK,IRL,117,459
2015,PAK,IRL,167,1329
2016,PAK,IRL,168,758
2017,PAK,IRL,172,940
2018,PAK,IRL,185,1000
2020,PAK,IRL,297,786
2005,PHL,IRL,5,0
2006,PHL,IRL,5,0
2007,PHL,IRL,5,0
2008,PHL,IRL,5,0
2009,PHL,IRL,5,0
2010,PHL,IRL,5,0
2011,PHL,IRL,5,0
2012,PHL,IRL,5,0
2013,PHL,IRL,0,5
2014,PHL,IRL,0,5
2017,PHL,IRL,0,5
2018,PHL,IRL,0,5
2001,POL,IRL,11,0
2002,POL,IRL,41,0
2003,POL,IRL,52,95
2004,POL,IRL,54,0
2005,POL,IRL,54,0
2006,POL,IRL,54,0
2007,POL,IRL,54,0
2008,POL,IRL,54,0
2009,POL,IRL,52,0
2010,POL,IRL,52,0
2011,POL,IRL,43,0
2012,POL,IRL,13,0
2013,POL,IRL,52,0
2014,POL,IRL,50,0
2015,POL,IRL,50,0
1999,ROU,IRL,81,0
2000,ROU,IRL,8,0
2001,ROU,IRL,76,0
2002,ROU,IRL,211,0
2003,ROU,IRL,255,477
2004,ROU,IRL,303,95
2005,ROU,IRL,321,0
2006,ROU,IRL,328,50
2007,ROU,IRL,450,13
2008,ROU,IRL,445,5
2009,ROU,IRL,369,0
2010,ROU,IRL,368,0
2011,ROU,IRL,300,0
2012,ROU,IRL,151,0
2013,ROU,IRL,347,0
2014,ROU,IRL,323,0
2015,ROU,IRL,323,0
2002,ZAF,IRL,17,0
2003,ZAF,IRL,30,95
2004,ZAF,IRL,39,29
2005,ZAF,IRL,41,0
2006,ZAF,IRL,42,33
2007,ZAF,IRL,42,27
2008,ZAF,IRL,46,40
2009,ZAF,IRL,49,25
2010,ZAF,IRL,49,56
2011,ZAF,IRL,52,64
2012,ZAF,IRL,35,57
2013,ZAF,IRL,44,84
2014,ZAF,IRL,41,108
2015,ZAF,IRL,47,118
2016,ZAF,IRL,51,168
2017,ZAF,IRL,51,228
2018,ZAF,IRL,55,347
2020,ZAF,IRL,77,519
1999,RUS,IRL,19,0
2000,RUS,IRL,17,0
2001,RUS,IRL,48,0
2002,RUS,IRL,135,0
2003,RUS,IRL,167,148
2004,RUS,IRL,224,79
2005,RUS,IRL,287,0
2006,RUS,IRL,292,56
2007,RUS,IRL,265,64
2008,RUS,IRL,276,47
2009,RUS,IRL,271,31
2010,RUS,IRL,267,53
2011,RUS,IRL,242,57
2012,RUS,IRL,148,53
2013,RUS,IRL,188,54
2014,RUS,IRL,167,15
2015,RUS,IRL,170,20
2016,RUS,IRL,154,25
2017,RUS,IRL,159,31
2018,RUS,IRL,70,35
2020,RUS,IRL,74,29
1999,RWA,IRL,7,0
2000,RWA,IRL,11,0
2001,RWA,IRL,21,0
2002,RWA,IRL,35,0
2003,RWA,IRL,33,33
2004,RWA,IRL,36,39
2005,RWA,IRL,76,0
2006,RWA,IRL,82,13
2007,RWA,IRL,88,20
2008,RWA,IRL,88,14
2009,RWA,IRL,82,5
2010,RWA,IRL,81,21
2011,RWA,IRL,72,27
2012,RWA,IRL,54,20
2013,RWA,IRL,70,27
2014,RWA,IRL,59,16
2015,RWA,IRL,62,15
2016,RWA,IRL,65,10
2017,RWA,IRL,66,0
2018,RWA,IRL,37,5
2020,RWA,IRL,36,0
2018,SLV,IRL,0,5
2020,SLV,IRL,5,18
2014,SAU,IRL,7,0
2015,SAU,IRL,7,0
2016,SAU,IRL,9,0
2017,SAU,IRL,10,5
2018,SAU,IRL,9,5
2020,SAU,IRL,13,10
1999,SRB,IRL,1069,0
2000,SRB,IRL,111,0
2001,SRB,IRL,200,0
2002,SRB,IRL,273,0
2003,SRB,IRL,295,139
2004,SRB,IRL,336,71
2005,SRB,IRL,368,0
2006,SRB,IRL,376,42
2007,SRB,IRL,352,50
2008,SRB,IRL,355,45
2009,SRB,IRL,324,23
2010,SRB,IRL,313,45
2011,SRB,IRL,225,60
2012,SRB,IRL,143,61
2013,SRB,IRL,214,50
2014,SRB,IRL,191,19
2015,SRB,IRL,200,34
2016,SRB,IRL,201,20
2017,SRB,IRL,200,24
2018,SRB,IRL,58,27
2020,SRB,IRL,60,32
2015,SEN,IRL,0,5
2016,SEN,IRL,0,5
2017,SEN,IRL,0,5
2020,SEN,IRL,0,5
1999,SLE,IRL,5,0
2000,SLE,IRL,5,0
2001,SLE,IRL,33,0
2002,SLE,IRL,65,0
2003,SLE,IRL,63,51
2004,SLE,IRL,67,26
2005,SLE,IRL,74,0
2006,SLE,IRL,77,20
2007,SLE,IRL,90,36
2008,SLE,IRL,91,36
2009,SLE,IRL,89,32
2010,SLE,IRL,86,48
2011,SLE,IRL,58,32
2012,SLE,IRL,30,35
2013,SLE,IRL,56,35
2014,SLE,IRL,52,19
2015,SLE,IRL,54,15
2016,SLE,IRL,53,23
2017,SLE,IRL,53,34
2018,SLE,IRL,22,41
2020,SLE,IRL,34,53
1999,SOM,IRL,141,0
2000,SOM,IRL,85,0
2001,SOM,IRL,144,0
2002,SOM,IRL,116,0
2003,SOM,IRL,75,188
2004,SOM,IRL,176,230
2005,SOM,IRL,309,0
2006,SOM,IRL,408,161
2007,SOM,IRL,672,161
2008,SOM,IRL,653,181
2009,SOM,IRL,590,155
2010,SOM,IRL,589,206
2011,SOM,IRL,542,192
2012,SOM,IRL,505,172
2013,SOM,IRL,559,97
2014,SOM,IRL,503,60
2015,SOM,IRL,501,28
2016,SOM,IRL,480,32
2017,SOM,IRL,480,41
2018,SOM,IRL,205,68
2020,SOM,IRL,231,136
1999,VNM,IRL,5,0
2007,VNM,IRL,7,5
2008,VNM,IRL,8,0
2009,VNM,IRL,5,0
2010,VNM,IRL,5,5
2011,VNM,IRL,0,5
2012,VNM,IRL,0,5
2013,VNM,IRL,5,10
2014,VNM,IRL,5,10
2015,VNM,IRL,7,5
2016,VNM,IRL,7,10
2017,VNM,IRL,7,5
2018,VNM,IRL,0,21
2020,VNM,IRL,5,36
1999,SDN,IRL,13,0
2000,SDN,IRL,15,0
2001,SDN,IRL,25,0
2002,SDN,IRL,31,0
2003,SDN,IRL,54,72
2004,SDN,IRL,101,148
2005,SDN,IRL,182,0
2006,SDN,IRL,298,208
2007,SDN,IRL,390,188
2008,SDN,IRL,435,167
2009,SDN,IRL,445,103
2010,SDN,IRL,445,195
2011,SDN,IRL,439,183
2012,SDN,IRL,432,179
2013,SDN,IRL,186,157
2014,SDN,IRL,201,74
2015,SDN,IRL,201,47
2016,SDN,IRL,183,20
2017,SDN,IRL,188,32
2018,SDN,IRL,159,62
2020,SDN,IRL,202,34
2002,SVK,IRL,18,0
2003,SVK,IRL,24,18
2004,SVK,IRL,24,5
2005,SVK,IRL,27,0
2006,SVK,IRL,27,0
2007,SVK,IRL,28,0
2008,SVK,IRL,28,0
2009,SVK,IRL,28,0
2010,SVK,IRL,28,0
2011,SVK,IRL,28,0
2012,SVK,IRL,10,0
2013,SVK,IRL,27,0
2014,SVK,IRL,23,0
2015,SVK,IRL,23,0
2010,SWZ,IRL,0,5
2011,SWZ,IRL,0,5
2012,SWZ,IRL,0,5
2013,SWZ,IRL,8,5
2014,SWZ,IRL,11,10
2015,SWZ,IRL,11,10
2016,SWZ,IRL,15,0
2017,SWZ,IRL,15,15
2018,SWZ,IRL,13,17
2020,SWZ,IRL,15,27
2002,CHE,IRL,5,0
2003,CHE,IRL,5,0
2004,CHE,IRL,5,0
2005,CHE,IRL,5,0
2006,CHE,IRL,5,0
2007,CHE,IRL,5,0
2008,CHE,IRL,5,0
2009,CHE,IRL,5,0
2010,CHE,IRL,5,0
2011,CHE,IRL,5,0
2001,SYR,IRL,9,0
2002,SYR,IRL,13,0
2003,SYR,IRL,15,18
2004,SYR,IRL,21,16
2005,SYR,IRL,27,0
2006,SYR,IRL,29,10
2007,SYR,IRL,34,13
2008,SYR,IRL,36,17
2009,SYR,IRL,34,5
2010,SYR,IRL,34,10
2011,SYR,IRL,27,16
2012,SYR,IRL,38,11
2013,SYR,IRL,71,10
2014,SYR,IRL,176,10
2015,SYR,IRL,109,50
2016,SYR,IRL,243,135
2017,SYR,IRL,718,138
2018,SYR,IRL,2126,66
2020,SYR,IRL,2882,54
2001,TZA,IRL,7,0
2002,TZA,IRL,9,0
2003,TZA,IRL,5,0
2004,TZA,IRL,5,0
2005,TZA,IRL,5,0
2006,TZA,IRL,5,0
2007,TZA,IRL,9,5
2008,TZA,IRL,9,5
2009,TZA,IRL,9,5
2010,TZA,IRL,9,0
2011,TZA,IRL,0,5
2012,TZA,IRL,0,5
2013,TZA,IRL,9,0
2014,TZA,IRL,9,0
2015,TZA,IRL,9,0
2016,TZA,IRL,9,0
2017,TZA,IRL,9,0
2018,TZA,IRL,0,5
2020,TZA,IRL,0,10
2001,TJK,IRL,9,0
2002,TJK,IRL,8,0
2003,TJK,IRL,5,0
2004,TJK,IRL,5,0
2005,TJK,IRL,5,0
2006,TJK,IRL,5,0
2007,TJK,IRL,9,0
2008,TJK,IRL,9,0
2009,TJK,IRL,9,0
2010,TJK,IRL,7,0
2013,TJK,IRL,12,0
2014,TJK,IRL,12,0
2015,TJK,IRL,12,0
2016,TJK,IRL,12,0
2017,TJK,IRL,12,0
2003,TKM,IRL,0,5
2000,TGO,IRL,5,0
2001,TGO,IRL,17,0
2002,TGO,IRL,38,0
2003,TGO,IRL,46,64
2004,TGO,IRL,60,41
2005,TGO,IRL,72,0
2006,TGO,IRL,78,39
2007,TGO,IRL,87,34
2008,TGO,IRL,95,38
2009,TGO,IRL,96,12
2010,TGO,IRL,94,43
2011,TGO,IRL,80,41
2012,TGO,IRL,58,49
2013,TGO,IRL,36,30
2014,TGO,IRL,34,15
2015,TGO,IRL,36,15
2016,TGO,IRL,37,10
2017,TGO,IRL,37,5
2018,TGO,IRL,17,5
2020,TGO,IRL,19,10
2020,TTO,IRL,0,5
2001,TUN,IRL,6,0
2002,TUN,IRL,5,0
2003,TUN,IRL,5,0
2004,TUN,IRL,5,0
2005,TUN,IRL,6,0
2006,TUN,IRL,6,0
2013,TUN,IRL,5,0
2014,TUN,IRL,5,0
2015,TUN,IRL,5,5
2016,TUN,IRL,0,5
2017,TUN,IRL,0,14
2018,TUN,IRL,0,15
2020,TUN,IRL,5,10
2000,TUR,IRL,5,0
2001,TUR,IRL,6,0
2002,TUR,IRL,10,0
2003,TUR,IRL,12,20
2004,TUR,IRL,16,15
2005,TUR,IRL,19,0
2006,TUR,IRL,20,5
2007,TUR,IRL,23,5
2008,TUR,IRL,24,10
2009,TUR,IRL,23,5
2010,TUR,IRL,20,5
2011,TUR,IRL,18,10
2012,TUR,IRL,13,5
2013,TUR,IRL,15,5
2014,TUR,IRL,13,5
2015,TUR,IRL,13,0
2016,TUR,IRL,13,0
2017,TUR,IRL,14,5
2018,TUR,IRL,6,12
2020,TUR,IRL,8,12
2001,UGA,IRL,5,0
2002,UGA,IRL,18,0
2003,UGA,IRL,21,32
2004,UGA,IRL,24,33
2005,UGA,IRL,40,0
2006,UGA,IRL,48,21
2007,UGA,IRL,63,36
2008,UGA,IRL,76,56
2009,UGA,IRL,81,51
2010,UGA,IRL,87,66
2011,UGA,IRL,87,54
2012,UGA,IRL,73,55
2013,UGA,IRL,34,45
2014,UGA,IRL,29,36
2015,UGA,IRL,41,10
2016,UGA,IRL,40,15
2017,UGA,IRL,42,12
2018,UGA,IRL,34,23
2020,UGA,IRL,37,38
1999,UKR,IRL,8,0
2000,UKR,IRL,10,0
2001,UKR,IRL,24,0
2002,UKR,IRL,57,0
2003,UKR,IRL,88,173
2004,UKR,IRL,136,104
2005,UKR,IRL,162,0
2006,UKR,IRL,163,32
2007,UKR,IRL,197,41
2008,UKR,IRL,199,43
2009,UKR,IRL,193,5
2010,UKR,IRL,187,30
2011,UKR,IRL,175,43
2012,UKR,IRL,134,40
2013,UKR,IRL,104,40
2014,UKR,IRL,97,57
2015,UKR,IRL,103,94
2016,UKR,IRL,108,69
2017,UKR,IRL,110,66
2018,UKR,IRL,78,53
2020,UKR,IRL,81,33
2017,USA,IRL,0,10
2018,USA,IRL,0,10
2020,USA,IRL,0,17
2002,UZB,IRL,15,0
2003,UZB,IRL,21,15
2004,UZB,IRL,24,16
2005,UZB,IRL,30,0
2006,UZB,IRL,32,10
2007,UZB,IRL,34,5
2008,UZB,IRL,39,5
2009,UZB,IRL,39,0
